C read: 15#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 16#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 17#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 18#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 19#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 20#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 21#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 22#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 23#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 24#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 25#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 26#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 27#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 28#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 29#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 30#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 31#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 32#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 33#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 34#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 35#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 36#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 37#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 38#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 39#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 40#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 41#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 42#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 43#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 44#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 45#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 46#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 47#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 48#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 49#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 50#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 51#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 52#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 53#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 54#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 55#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 56#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 57#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 58#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 59#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 60#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 61#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 62#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 63#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 64#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 65#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 66#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 67#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
C read: 68#2535,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,26,24,14,2,6,6,16,0,0,12,22,12,12,32,6,18,38,22,12,20,0,0,0,0,0,0,0,0,0,0,1568,162,508,426,1470,174,236,164,1394,0,0,530,382,706,1208,376,28,906,726,818,396,380,0,10,0,110,0,0,0,0#
